epoch;C_real;C_fake;GP;LossC;LossG;;;;;;;;;;;;;;;
319;6,793;-5,6328;0,5305;-9,7812;5,6133;;;;;;;;;;;;;;;
320;6,7305;-5,7461;0,5538;-9,7109;5,7266;;;;;;;;;;;;;;;
321;6,8359;-5,5625;0,5553;-9,6172;5,4414;;;;;;;;;;;;;;;
322;5,7148;-6,5703;0,5359;-9,6016;6,4922;;;;;;;;;;;;;;;
323;5,7695;-6,5859;0,5211;-9,7656;6,3906;;;;;;;;;;;;;;;
324;6,5898;-5,7617;0,5287;-9,7109;5,6914;;;;;;;;;;;;;;;
325;5,9727;-6,332;0,5377;-9,6172;6,3672;;;;;;;;;;;;;;;
326;5,8906;-6,3516;0,5318;-9,5781;6,3125;;;;;;;;;;;;;;;
327;7,3516;-4,8398;0,5506;-9,4531;4,7227;;;;;;;;;;;;;;;
328;7;-4,9883;0,5334;-9,3281;4,9961;;;;;;;;;;;;;;;
329;6,5117;-5,4414;0,5202;-9,3594;5,4023;;;;;;;;;;;;;;;
330;5,6484;-6,4531;0,5297;-9,4609;6,3711;;;;;;;;;;;;;;;
331;6,0117;-6,1016;0,5218;-9,5;6,2148;;;;;;;;;;;;;;;
332;6,3164;-5,7227;0,534;-9,3672;5,6719;;;;;;;;;;;;;;;
333;6,1836;-5,8086;0,4927;-9,5234;5,8164;;;;;;;;;;;;;;;
334;6,1406;-5,9219;0,5084;-9,5234;5,9766;;;;;;;;;;;;;;;
335;5,5664;-6,3867;0,5092;-9,3984;6,5352;;;;;;;;;;;;;;;
336;5,418;-6,6133;0,5145;-9,4688;6,6367;;;;;;;;;;;;;;;
337;6,3516;-5,7266;0,5239;-9,4531;5,7656;;;;;;;;;;;;;;;
338;5,8242;-6,0742;0,5003;-9,3906;6,1328;;;;;;;;;;;;;;;
339;4,5117;-7,582;0,5119;-9,5234;7,6484;;;;;;;;;;;;;;;
340;4,5195;-7,582;0,5295;-9,4609;7,3672;;;;;;;;;;;;;;;
341;3,25;-8,875;0,5036;-9,6016;8,7891;;;;;;;;;;;;;;;
342;3,8418;-8,1719;0,5113;-9,4531;8,1328;;;;;;;;;;;;;;;
343;3,8379;-8,1719;0,5173;-9,4219;8,1172;;;;;;;;;;;;;;;
344;4,9258;-7,0859;0,5151;-9,4219;6,9375;;;;;;;;;;;;;;;
345;3,6992;-8,2266;0,5024;-9,4062;8,3281;;;;;;;;;;;;;;;
346;3,5098;-8,4453;0,5053;-9,4219;8,5156;;;;;;;;;;;;;;;
347;3,6992;-8,1328;0,498;-9,3359;8,2656;;;;;;;;;;;;;;;
348;3,459;-8,6094;0,5238;-9,4609;8,6328;;;;;;;;;;;;;;;
349;2,6562;-9,2266;0,5024;-9,375;9,2344;;;;;;;;;;;;;;;
350;2,9512;-8,9531;0,5104;-9,3516;9,0156;;;;;;;;;;;;;;;
351;2,4102;-9,5156;0,5094;-9,375;9,5469;;;;;;;;;;;;;;;
352;3,1895;-8,7031;0,509;-9,3516;8,8281;;;;;;;;;;;;;;;
353;2,375;-9,4609;0,4974;-9,3672;9,5547;;;;;;;;;;;;;;;
354;3,2773;-8,6016;0,5027;-9,3672;8,5391;;;;;;;;;;;;;;;
355;3,3809;-8,3984;0,5077;-9,2422;8,4062;;;;;;;;;;;;;;;
356;2,123;-9,6953;0,4854;-9,3828;9,7266;;;;;;;;;;;;;;;
357;1,6768;-10,1484;0,4962;-9,3594;10,2109;;;;;;;;;;;;;;;
358;1,4326;-10,4141;0,5049;-9,3281;10,3828;;;;;;;;;;;;;;;
359;1,5684;-10,2812;0,502;-9,3438;10,3359;;;;;;;;;;;;;;;
360;1,2998;-10,5156;0,513;-9,2578;10,4922;;;;;;;;;;;;;;;
361;1,3564;-10,3828;0,4932;-9,2734;10,4766;;;;;;;;;;;;;;;
362;1,3281;-10,5469;0,5093;-9,3359;10,5312;;;;;;;;;;;;;;;
363;2,7109;-8,9688;0,4974;-9,1953;9,0156;;;;;;;;;;;;;;;
364;1,6631;-10,0547;0,4931;-9,2578;10,0234;;;;;;;;;;;;;;;
365;1,1826;-10,4609;0,4881;-9,2031;10,5078;;;;;;;;;;;;;;;
366;0,9912;-10,6562;0,4986;-9,1562;10,6094;;;;;;;;;;;;;;;
367;0,5376;-11,0703;0,4751;-9,2422;11,0703;;;;;;;;;;;;;;;
368;0,1952;-11,4766;0,4979;-9,1797;11,4531;;;;;;;;;;;;;;;
369;0,1697;-11,5;0,4922;-9,2109;11,6094;;;;;;;;;;;;;;;
370;0,4202;-11,2891;0,4926;-9,2578;11,1719;;;;;;;;;;;;;;;
371;1,0117;-10,5469;0,492;-9,1172;10,4766;;;;;;;;;;;;;;;
372;0,5571;-10,9297;0,4916;-9,0312;10,8281;;;;;;;;;;;;;;;
373;1,1465;-10,4141;0,473;-9,2031;10,3281;;;;;;;;;;;;;;;
374;1,4111;-10,0469;0,4935;-9;10,1406;;;;;;;;;;;;;;;
375;1,0078;-10,3828;0,4722;-9,0234;10,4062;;;;;;;;;;;;;;;
376;0,3213;-11,1016;0,4849;-9;11,0938;;;;;;;;;;;;;;;
377;0,0384;-11,5391;0,5005;-9,0781;11,5234;;;;;;;;;;;;;;;
378;0,4006;-11,0703;0,4695;-9,1172;11,1719;;;;;;;;;;;;;;;
379;-0,3015;-11,7344;0,4876;-8,9922;11,7109;;;;;;;;;;;;;;;
380;0,7295;-10,8359;0,4825;-9,1406;10,7266;;;;;;;;;;;;;;;
381;-0,7427;-12,0312;0,4697;-8,9453;12,2031;;;;;;;;;;;;;;;
382;-0,5952;-12,0469;0,4722;-9,1094;12,125;;;;;;;;;;;;;;;
383;-0,0442;-11,5312;0,4816;-9,0859;11,5391;;;;;;;;;;;;;;;
384;0,0798;-11,2891;0,4635;-9,0469;11,2891;;;;;;;;;;;;;;;
385;-0,0706;-11,4219;0,4737;-8,9922;11,4219;;;;;;;;;;;;;;;
386;-0,5342;-11,9609;0,477;-9,0312;11,9531;;;;;;;;;;;;;;;
387;-0,2917;-11,7578;0,4854;-9,0312;11,7812;;;;;;;;;;;;;;;
388;0,4023;-10,8828;0,4731;-8,9062;10,9531;;;;;;;;;;;;;;;
389;-0,2422;-11,5078;0,4767;-8,8828;11,6172;;;;;;;;;;;;;;;
390;-0,0518;-11,4766;0,4737;-9,0547;11,4297;;;;;;;;;;;;;;;
391;0,182;-11,125;0,4782;-8,9219;11,1406;;;;;;;;;;;;;;;
392;-0,0437;-11,4922;0,467;-9,1094;11,2578;;;;;;;;;;;;;;;
393;0,7832;-10,5781;0,4821;-8,9453;10,5859;;;;;;;;;;;;;;;
394;-0,0454;-11,2969;0,4635;-8,9297;11,2422;;;;;;;;;;;;;;;
395;-1,3584;-12,5312;0,4669;-8,8438;12,6016;;;;;;;;;;;;;;;
396;-1,7832;-12,9844;0,4491;-8,9531;12,8672;;;;;;;;;;;;;;;
397;1,0693;-10,2109;0,4718;-8,9141;10,2656;;;;;;;;;;;;;;;
398;0,3782;-10,7344;0,5066;-8,5859;10,875;;;;;;;;;;;;;;;
399;-0,1901;-11,2188;0,4465;-8,7891;11,1328;;;;;;;;;;;;;;;
400;-0,1006;-11,2734;0,4524;-8,9219;11,2344;;;;;;;;;;;;;;;
401;-0,2266;-11,2656;0,4469;-8,8047;11,4062;;;;;;;;;;;;;;;
402;-0,1965;-11,4297;0,4533;-8,9688;11,5078;;;;;;;;;;;;;;;
403;-0,7886;-11,9844;0,4596;-8,8984;12;;;;;;;;;;;;;;;
404;-1,1006;-12,2109;0,4501;-8,8516;12,2656;;;;;;;;;;;;;;;
405;0,2251;-10,875;0,4608;-8,7891;10,9609;;;;;;;;;;;;;;;
406;-0,6821;-11,8594;0,4725;-8,8203;11,875;;;;;;;;;;;;;;;
407;-0,1362;-11,2969;0,4543;-8,8828;11,3828;;;;;;;;;;;;;;;
408;-0,2323;-11,3438;0,4684;-8,7656;11,3594;;;;;;;;;;;;;;;
409;0,5864;-10,5859;0,461;-8,8594;10,5547;;;;;;;;;;;;;;;
410;0,7002;-10,4297;0,4649;-8,8047;10,4141;;;;;;;;;;;;;;;
411;0,1628;-10,9062;0,4507;-8,8203;10,8516;;;;;;;;;;;;;;;
412;-0,366;-11,5859;0,4581;-8,9219;11,6406;;;;;;;;;;;;;;;
413;-1,2568;-12,3984;0,4657;-8,8047;12,4844;;;;;;;;;;;;;;;
414;0,0053;-11,0312;0,4594;-8,7344;11,0312;;;;;;;;;;;;;;;
415;0,9062;-10,1953;0,4485;-8,8516;10,2109;;;;;;;;;;;;;;;
416;0,8096;-10,3594;0,4607;-8,8672;10,2891;;;;;;;;;;;;;;;
417;-0,7417;-11,7969;0,464;-8,7578;11,7656;;;;;;;;;;;;;;;
418;-0,0249;-11,1484;0,4535;-8,8516;11,2188;;;;;;;;;;;;;;;
419;-0,8154;-12,0078;0,4711;-8,8438;11,9141;;;;;;;;;;;;;;;
420;0,3958;-10,7656;0,4721;-8,7969;10,6641;;;;;;;;;;;;;;;
421;0,6489;-10,4141;0,4605;-8,7578;10,4453;;;;;;;;;;;;;;;
422;-0,4983;-11,5234;0,4539;-8,7578;11,4844;;;;;;;;;;;;;;;
423;-0,8511;-11,9609;0,4618;-8,8047;11,8828;;;;;;;;;;;;;;;
424;0,5337;-10,4844;0,4498;-8,7656;10,6328;;;;;;;;;;;;;;;
425;-1,0488;-12,2031;0,4545;-8,8828;12,1562;;;;;;;;;;;;;;;
426;-0,3245;-11,4453;0,4631;-8,7969;11,4609;;;;;;;;;;;;;;;
427;-1,002;-11,9609;0,4612;-8,6484;11,9453;;;;;;;;;;;;;;;
428;0,3442;-10,5938;0,4458;-8,7031;10,7422;;;;;;;;;;;;;;;
429;0,502;-10,3359;0,4542;-8,5703;10,3984;;;;;;;;;;;;;;;
430;-0,5786;-11,5391;0,4419;-8,75;11,5469;;;;;;;;;;;;;;;
431;-0,1388;-11,0938;0,4588;-8,6562;10,9766;;;;;;;;;;;;;;;
432;-0,0923;-10,8828;0,4416;-8,5859;10,8828;;;;;;;;;;;;;;;
433;-1,0322;-11,8984;0,4412;-8,6641;12,0312;;;;;;;;;;;;;;;
434;0,0027;-10,6797;0,4459;-8,4688;10,625;;;;;;;;;;;;;;;
435;-0,049;-10,7656;0,4297;-8,5703;10,8438;;;;;;;;;;;;;;;
436;-0,5757;-11,2422;0,4381;-8,4766;11,2344;;;;;;;;;;;;;;;
437;-0,7979;-11,5469;0,4332;-8,5859;11,5938;;;;;;;;;;;;;;;
438;-0,6846;-11,5547;0,4417;-8,6641;11,6719;;;;;;;;;;;;;;;
439;-0,7334;-11,4531;0,4301;-8,5547;11,4766;;;;;;;;;;;;;;;
440;-1,0635;-11,8438;0,4253;-8,6484;11,8047;;;;;;;;;;;;;;;
441;-0,1908;-11,0703;0,4423;-8,6641;11,0547;;;;;;;;;;;;;;;
442;0,0445;-10,8047;0,4407;-8,6484;10,6641;;;;;;;;;;;;;;;
443;-0,2307;-10,9688;0,4275;-8,5938;10,9922;;;;;;;;;;;;;;;
444;0,2859;-10,4062;0,4298;-8,5469;10,4531;;;;;;;;;;;;;;;
445;-0,4209;-11,1797;0,433;-8,5938;11,1406;;;;;;;;;;;;;;;
446;-0,6255;-11,5078;0,4481;-8,6328;11,4688;;;;;;;;;;;;;;;
447;-0,2795;-11,0391;0,4427;-8,5391;11,0938;;;;;;;;;;;;;;;
448;-0,3191;-11,0312;0,4382;-8,5156;10,9844;;;;;;;;;;;;;;;
449;0,1176;-10,7188;0,4447;-8,6094;10,7578;;;;;;;;;;;;;;;
450;-0,0935;-10,8203;0,4392;-8,5234;10,6641;;;;;;;;;;;;;;;
451;0,5649;-10,1328;0,4244;-8,5781;10,1172;;;;;;;;;;;;;;;
452;-0,8384;-11,6172;0,4377;-8,5859;11,625;;;;;;;;;;;;;;;
453;-0,959;-11,6719;0,4463;-8,4844;11,5156;;;;;;;;;;;;;;;
454;-0,5078;-11,2734;0,442;-8,5703;11,3828;;;;;;;;;;;;;;;
455;0,2323;-10,4688;0,4438;-8,4766;10,4219;;;;;;;;;;;;;;;
456;1,3789;-9,3672;0,4307;-8,6016;9,3906;;;;;;;;;;;;;;;
457;-0,8638;-11,6484;0,4288;-8,6328;11,7109;;;;;;;;;;;;;;;
458;-0,4299;-11,2266;0,4316;-8,6328;11,3359;;;;;;;;;;;;;;;
459;-0,4912;-11,1172;0,4417;-8,4219;11,1406;;;;;;;;;;;;;;;
460;-0,8325;-11,5078;0,4247;-8,5547;11,5547;;;;;;;;;;;;;;;
461;-2,834;-13,6172;0,4345;-8,6094;13,6172;;;;;;;;;;;;;;;
462;-1,6064;-12,3672;0,4418;-8,5391;12,4297;;;;;;;;;;;;;;;
463;-0,2937;-11;0,4427;-8,4922;11,0234;;;;;;;;;;;;;;;
464;-0,9448;-11,5312;0,4274;-8,4453;11,5547;;;;;;;;;;;;;;;
465;-1,3594;-12,0703;0,4414;-8,5;12,1562;;;;;;;;;;;;;;;
466;-1,3066;-11,9297;0,4256;-8,5;12,0781;;;;;;;;;;;;;;;
467;-1,9238;-12,5391;0,4311;-8,4688;12,5547;;;;;;;;;;;;;;;
468;-1,9014;-12,5781;0,4327;-8,5078;12,5;;;;;;;;;;;;;;;
469;-1,0547;-11,7578;0,4394;-8,5078;11,8516;;;;;;;;;;;;;;;
470;-2,375;-13,1016;0,4293;-8,5703;13,0703;;;;;;;;;;;;;;;
471;-2,2793;-12,9609;0,4399;-8,4766;13,0547;;;;;;;;;;;;;;;
472;-2,1211;-12,8359;0,4333;-8,5312;12,7656;;;;;;;;;;;;;;;
473;-2,0039;-12,625;0,4336;-8,4531;12,7109;;;;;;;;;;;;;;;
474;-1,5908;-12,2188;0,4333;-8,4609;12,125;;;;;;;;;;;;;;;
475;-1,5771;-12,2969;0,4422;-8,5234;12,2969;;;;;;;;;;;;;;;
476;-1,21;-11,8516;0,4315;-8,4766;11,9062;;;;;;;;;;;;;;;
477;-1,2627;-11,8359;0,4345;-8,3984;11,8281;;;;;;;;;;;;;;;
478;-1,4775;-12,0547;0,4354;-8,4062;12;;;;;;;;;;;;;;;
479;-2,4824;-13,1094;0,4448;-8,4062;13,2734;;;;;;;;;;;;;;;
480;-1,7451;-12,4766;0,4304;-8,5703;12,4141;;;;;;;;;;;;;;;
481;-1,332;-11,9688;0,4323;-8,4688;12,0391;;;;;;;;;;;;;;;
482;-1,3496;-11,9766;0,4358;-8,4375;12,1641;;;;;;;;;;;;;;;
483;-2,9043;-13,5078;0,4315;-8,4609;13,5859;;;;;;;;;;;;;;;
484;-2,3926;-13,0938;0,4513;-8,4297;13,2109;;;;;;;;;;;;;;;
485;-2,8223;-13,4219;0,4324;-8,4453;13,5234;;;;;;;;;;;;;;;
486;-3,1074;-13,7812;0,4407;-8,4766;13,8438;;;;;;;;;;;;;;;
487;-3,1973;-13,6797;0,4342;-8,3203;13,6562;;;;;;;;;;;;;;;
488;-3,6035;-14,2812;0,4384;-8,4766;14,0703;;;;;;;;;;;;;;;
489;-3,709;-14,2578;0,4318;-8,3906;14,2656;;;;;;;;;;;;;;;
490;-2,8711;-13,4297;0,4291;-8,4219;13,4453;;;;;;;;;;;;;;;
491;-2,709;-13,375;0,4242;-8,5391;13,2891;;;;;;;;;;;;;;;
492;-2,3984;-12,9766;0,4273;-8,4453;13,0078;;;;;;;;;;;;;;;
493;-3,7227;-14,2969;0,4219;-8,4609;14,3594;;;;;;;;;;;;;;;
494;-2,9277;-13,4766;0,4306;-8,3984;13,5703;;;;;;;;;;;;;;;
495;-4,1133;-14,7344;0,4204;-8,5156;14,7422;;;;;;;;;;;;;;;
496;-4,1094;-14,7266;0,4479;-8,3672;14,7344;;;;;;;;;;;;;;;
497;-3,5723;-14,2031;0,4349;-8,4531;14,2578;;;;;;;;;;;;;;;
498;-3,3438;-13,8594;0,4226;-8,3906;13,8281;;;;;;;;;;;;;;;
499;-3,7754;-14,3906;0,4327;-8,4531;14,3203;;;;;;;;;;;;;;;
500;-3,8652;-14,4844;0,4147;-8,5312;14,5547;;;;;;;;;;;;;;;
